0,1
0.130899694,0.991445
0.261799388,0.965926
0.392699082,0.92388
0.523598776,0.866025
0.654498469,0.793353
0.785398163,0.707107
0.916297857,0.608761
1.047197551,0.5
1.178097245,0.382683
1.308996939,0.258819
1.439896633,0.130526
1.570796327,0
1.701696021,-0.130526
1.832595715,-0.258819
1.963495408,-0.382683
2.094395102,-0.5
2.225294796,-0.608761
2.35619449,-0.707107
2.487094184,-0.793353
2.617993878,-0.866025
2.748893572,-0.92388
2.879793266,-0.965926
3.01069296,-0.991445
3.141592654,-1
3.272492347,-0.991445
3.403392041,-0.965926
3.534291735,-0.92388
3.665191429,-0.866025
3.796091123,-0.793353
3.926990817,-0.707107
4.057890511,-0.608761
4.188790205,-0.5
4.319689899,-0.382683
4.450589593,-0.258819
4.581489286,-0.130526
4.71238898,0
4.843288674,0.130526
4.974188368,0.258819
5.105088062,0.382683
5.235987756,0.5
5.36688745,0.608761
5.497787144,0.707107
5.628686838,0.793353
5.759586532,0.866025
5.890486225,0.92388
6.021385919,0.965926
6.152285613,0.991445
