0,0
0.130899694,0.130526
0.261799388,0.258819
0.392699082,0.382683
0.523598776,0.5
0.654498469,0.608761
0.785398163,0.707107
0.916297857,0.793353
1.047197551,0.866025
1.178097245,0.92388
1.308996939,0.965926
1.439896633,0.991445
1.570796327,1
1.701696021,0.991445
1.832595715,0.965926
1.963495408,0.92388
2.094395102,0.866025
2.225294796,0.793353
2.35619449,0.707107
2.487094184,0.608761
2.617993878,0.5
2.748893572,0.382683
2.879793266,0.258819
3.01069296,0.130526
3.141592654,0
3.272492347,-0.130526
3.403392041,-0.258819
3.534291735,-0.382683
3.665191429,-0.5
3.796091123,-0.608761
3.926990817,-0.707107
4.057890511,-0.793353
4.188790205,-0.866025
4.319689899,-0.92388
4.450589593,-0.965926
4.581489286,-0.991445
4.71238898,-1
4.843288674,-0.991445
4.974188368,-0.965926
5.105088062,-0.92388
5.235987756,-0.866025
5.36688745,-0.793353
5.497787144,-0.707107
5.628686838,-0.608761
5.759586532,-0.5
5.890486225,-0.382683
6.021385919,-0.258819
6.152285613,-0.130526
