1,0
1.1,0.05922
1.2,0.113285
1.3,0.163018
1.4,0.209065
1.5,0.251934
1.6,0.292033
1.7,0.329702
1.8,0.365219
1.9,0.398812
2,0.430671
2.1,0.460996
2.2,0.489904
2.3,0.517523
2.4,0.543967
2.5,0.569332
2.6,0.593699
2.7,0.617149
2.8,0.639749
2.9,0.66155
3,0.682604
3.1,0.702987
3.2,0.722717
3.3,0.741836
3.4,0.760385
3.5,0.778396
3.6,0.795896
3.7,0.812923
3.8,0.829497
3.9,0.845633
4,0.861352
4.1,0.876706
4.2,0.891682
4.3,0.9063
4.4,0.920585
4.5,0.934548
4.6,0.948201
4.7,0.961566
4.8,0.974652
4.9,0.987461
5,1
5.1,1.012315
5.2,1.024384
5.3,1.036218
5.4,1.047832
5.5,1.059232
5.6,1.070425
5.7,1.081425
5.8,1.092235
5.9,1.102855
6,1.113285
6.1,1.123565
6.2,1.133673
6.3,1.143612
6.4,1.153397
6.5,1.163031
6.6,1.172514
6.7,1.18186
6.8,1.191068
6.9,1.200138
7,1.209065
7.1,1.217888
7.2,1.226583
7.3,1.235151
7.4,1.243605
7.5,1.251945
7.6,1.260171
7.7,1.268296
7.8,1.276317
7.9,1.284232
8,1.292035
8.1,1.299762
8.2,1.30739
8.3,1.314919
8.4,1.322362
8.5,1.329713
8.6,1.336977
8.7,1.344163
8.8,1.351267
8.9,1.358288
9,1.365218
9.1,1.372092
9.2,1.378888
9.3,1.385602
9.4,1.392249
9.5,1.398822
9.6,1.405325
9.7,1.411767
9.8,1.418142
9.9,1.424451
1E+1,1.430682
10.1,1.436873
10.2,1.443
10.3,1.449059
10.4,1.455064
10.5,1.461009
10.6,1.466894
10.7,1.472732
10.8,1.478515
10.9,1.484242
11,1.489903
11.1,1.495534
11.2,1.501112
11.3,1.506632
11.4,1.512109
11.5,1.517534
11.6,1.522908
11.7,1.528246
11.8,1.533536
11.9,1.53878
12,1.543966
12.1,1.549131
12.2,1.554251
12.3,1.55932
12.4,1.564353
12.5,1.569343
12.6,1.574288
12.7,1.579205
12.8,1.58408
12.9,1.588915
13,1.5937
13.1,1.598471
13.2,1.603201
13.3,1.607888
13.4,1.612543
13.5,1.617162
13.6,1.621742
13.7,1.626299
13.8,1.63082
13.9,1.635306
14,1.639747
14.1,1.644178
14.2,1.648574
14.3,1.652932
14.4,1.657263
14.5,1.661562
14.6,1.665827
14.7,1.670073
14.8,1.674288
14.9,1.678471
15,1.682615
15.1,1.686752
15.2,1.690859
15.3,1.69493
15.4,1.698978
15.5,1.703
15.6,1.70699
15.7,1.710966
15.8,1.714913
15.9,1.718832
16,1.722716
16.1,1.726595
16.2,1.730448
16.3,1.734268
16.4,1.738068
16.5,1.741847
16.6,1.745595
16.7,1.749332
16.8,1.753045
16.9,1.75673
17,1.760384
17.1,1.764037
17.2,1.767664
17.3,1.771264
17.4,1.774845
17.5,1.778407
17.6,1.781941
17.7,1.785467
17.8,1.78897
17.9,1.79245
18,1.795899
18.1,1.79935
18.2,1.802778
18.3,1.806179
18.4,1.809565
18.5,1.812934
18.6,1.816278
18.7,1.819615
18.8,1.822931
18.9,1.826226
19,1.829493
19.1,1.832764
19.2,1.836013
19.3,1.839237
19.4,1.842448
19.5,1.845644
19.6,1.848816
19.7,1.851984
19.8,1.855132
19.9,1.85826
2E+1,1.861365
